#N. Registro,Fecha Reg.,Tipo,Tercero,Importe,IVA,Descripción
2016001142.0,2016-01-19,ADO1,AUTOMOCION MENDILLORRI S.A.L.  ,229.52,0.0,9272HWS DACIA  HACER PUESTA A CERO SERVICIO INSPECCION
2016001150.0,2016-01-19,ADO1,"CONSULTORIA NAVARRA DE TELECOMUNICACIONE S, S.L. CONATEL",141.99,0.0,ALTA TELEFONO OPTIPOINT 500 AITOR REMON
2016001154.0,2016-01-21,ADO1,"SERVICIOS CULTURALES OKEI, SL  ",1573.0,0.0,GRABACION VIDEO+MONTAJE PROMOCION COMERCIOS CONCURSO
2016001160.0,2016-01-22,ADO1,AYALA ZARAZA FREDY ALBERTO,10.01,0.0,CHAQUETA RECOSER CHAQUETA CAMBIO CARRO
2016001168.0,2016-01-21,ADO1,VIALINE GESTION SL  ,921.51,0.0,PRESTACION SERVICIOS IMPUESTOS EJECUTIVA DICIEMBRE 2015
2016001172.0,2016-01-22,ADO1,MEDIA MARKT CORDOVILLA,118.0,0.0,2 MICROONDAS COLEGIO PUBLICO
2016001196.0,2016-01-22,ADO1,EL ABC QUE SALVA VIDAS  ,210.0,0.0,CURSO SOPORTE VITAL BASICO 11 ENERO Y ACREDITACION USO DEA PARA 3 AGENTES
2016001197.0,2016-01-22,ADO1,GARDEN  ,84.7,0.0,CENTRO FLORES TANATORIO MARIA DEL CARMEN CARMONA(MADRE MARIBEL)
2016001198.0,2016-01-26,ADO1,IRIBARREN BARRENECHEA FELIX,546.74,0.0,REPARACION PEUGEOT 7371HHS POLICIA
2016001200.0,2016-01-21,ADO1,HISPANOFIL  ,20.46,0.0,BASE MULTIPLE RFA Y LATIGUILLO RJ45 (PUESTO TEC.EMPLEO)
2016001201.0,2016-01-21,ADO1,"CONFEIRUÑA, S.L.  ",24.51,0.0,"ZUECOS, BOTAS Y ZAPATOS COLEGIO PUBLICO (DEVOLUCION)                                                                    "
2016001202.0,2016-01-22,ADO1,"REGENAUTO, S.A.  ",22.24,0.0,"3 LAMPARAS H4 12V, 2 LAMPARAS H1 24V (IVECO)                                                                            "
2016001203.0,2016-01-22,ADO1,"ANTONIO ONECA, S.L.  ",94.08,0.0,REVISTAR PUERTA CORREDORA GIMNASIO COLEGIO PUBLICO 15/01/2016
2016001204.0,2016-01-22,ADO1,"ANTONIO ONECA, S.L.  ",105.0,0.0,MANDO JMC GO 868 NAVE SM
2016001205.0,2016-01-25,ADO1,TALLERES COBOS AUTOMOCION S.L.  ,802.34,0.0,REPARACION E 4544 BGB BARREDORA GRANDE
2016001206.0,2016-01-19,ADO1,FERRETERIA BERRIAINZ  ,456.61,0.0,"BLOQUE 4 TAQUILLAS MONOPLAZA 300 MM COLEGIO PUBLICO, FRESA 3172 8 MM                                                    "
2016001207.0,2016-01-26,ADO1,GOROSTIAGA ESKUBI AINARA,530.45,0.0,570 MEDIDORES 40 CARTEL CAMPAÑA ESCOLARIZACION MODELO D EUSKERA
2016001208.0,2016-01-26,ADO1,COCEMFE  ,300.0,0.0,2º PAGO 2015 DESARROLLO Y GESTION BONOTAXI Y EN MI CASA SE COME BIEN
2016001209.0,2016-01-21,ADO1,VODAFONE ONO S.A.  ,57.79,0.0,INTERNET. SERVICIOS Y ALTAS  BIBLIOTECA
2016001211.0,2016-01-12,O1,"PREVENNA, S.L.  ",3750.0,0.0,30 REVISIONES GINECOLOGICAS REALIZADAS DICIEMBRE 2015 (CTO 8/01/15)
2016001212.0,2016-01-12,O1,"PREVENNA, S.L.  ",4428.5,0.0,CONTRATO REVISIONES MEDICAS AÑO 2016 (CTO 8/01/15)
2016001375.0,2016-01-15,ADO1,FUNDI NAVARRA S.A.  ,881.27,0.0,REGISTRO 1000X1000 NORINCO MAT RIEGO
2016001376.0,2016-01-21,ADO1,ROTULOS LAVIN.  ,211.75,0.0,ROTULACION 7 CONTENEDORES SAL-GATZA
2016001377.0,2016-01-21,ADO1,UNZUE E HIJOS S.L.  ,50.0,0.0,"MANTENIMIENTO, ARREGLO, AFILADO MAQUINARIA JARDINES                                                                     "
2016001378.0,2016-01-21,ADO1,ALDAZ ECHARRI S.A.  ,47.7,0.0,HIERRO RECT 80 X 40 X 3 MM. A 1300 MM
2016001379.0,2016-01-21,ADO1,REGABER  ,815.6,0.0,"4 KIT OBTURADOR, 4 JUNTA ASIENTO, 4 JUNTA CUERPO DRENAJE JARDINES                                                       "
2016001381.0,2016-02-03,ADO1,ADNOT  KARINE,189.0,0.0,"CURSO FRANCES A1 6X1,5 HORAS ENERO 2016                                                                                 "
2016001384.0,2016-01-26,ADO1,REVISIONES DE NAVARRA S.A.  ,37.05,0.0,ITV 1452 CHC JARDINES 20/01/2016
2016001387.0,2016-01-28,ADO1,HERNANDEZ RUIZ DE EGUILAZ A Y VALLE MORGADO A (EDELWEISS) ,350.0,0.0,LUNCH ENTREGA PREMIOS CONCURSO ESCAPARATISMO
2016001388.0,2016-02-02,ADO1,VIGUETAS NAVARRAS S.L.  ,125.84,0.0,TUBO HORMIGON DIAMETRO 40 OBRA ELIZMENDI PASO A FINCA
2016001389.0,2016-02-02,ADO1,PAUMA SL  ,121.0,0.0,ACTIVIDAD ENVEJECIMIENTO ACTIVO ENERO 2016
2016001390.0,2016-02-02,ADO1,FERRETERIA BERRIAINZ  ,202.64,0.0,"LLAVE TRIANGULO PAPELERA PERROS,PILA BOTON,CUTER, 5 COPIA MANDO CP,GRASA LITIO CINTA TRANSPORTADORA SAL                 "
2016001394.0,2016-02-02,ADO1,NAVENDI  ,235.95,0.0,1 BOLSO DEPORTES+8 MOCHILA ESTANDAR HIVIS+4 TUBULAR CUELLO POLICIA LLEVAR EQ.TECNICO
2016001395.0,2016-02-02,ADO1,ASOC. NAVARRA INFORMATICA MUNICIPAL S.A  ,203.45,0.0,TONER HP NEGRO ESCUELA MUSICA LASERJET P2015
2016001396.0,2016-02-02,ADO1,LA MANDUCA DE GORRAIZ  ,328.97,0.0,259 HUEVOS+12 BOTELLAS AGUA 1 LITRO
2016001397.0,2016-02-02,ADO1,COSIN RETA ORREAGA,135.0,0.0,3 SESIONES DE 1.5 HORAS SESIONES FORMATIVAS DANZAS ADULTOS
2016001408.0,2016-02-02,ADO1,HIERROS Y SUMINISTROS LANDABEN S.L.  ,576.11,0.0,2 MALLAS GALVA 25X25 OBRA SAGASETA
2016001409.0,2016-02-02,ADO1,WOLTERS KLUWER ESPAÑA S.A. ( LA LEY)  ,83.2,0.0,MANUAL ORDENANZAS FISCALES E INFORMES ECONOMICO-FINANCIEROS
2016001410.0,2016-02-02,ADO1,PEREZ RUIZ ARANCHA,1046.9,0.0,SUPLIDOS Y DERECHOS POCEDIMIENTO 83/11CONT.BLANCA CHIVITE FDZ
2016001412.0,2016-02-02,ADO1,CANON COPIADORAS DE NAVARRA S.L.  ,482.37,0.0,CARTUCHOS NEGRO+ALLO+CIAN+MAGENTA IMPRESORA CAF
2016001415.0,2016-02-02,ADO1,ASOC. NAVARRA INFORMATICA MUNICIPAL S.A  ,237.4,0.0,7 CARTUCHOS+2 TONER OFICINA OFICINAS
2016001416.0,2016-02-02,ADO1,"ZUAZU 2001, S.L. (CARNICERIAS ZUAZU) ",670.68,0.0,295 KG POLLOS BANCO ALIMENTOS
2016001417.0,2016-01-28,ADO1,"DINAFAX, S.L.  ",101.42,0.0,9313 COPIAS MAQUINA PLANTA 1012L33NL. BN (ULTIMO 254564)
2016001427.0,2016-01-22,ADO1,ACUMULADORES NAVARRA SL  ,24.79,0.0,SPORTCAR MDX 10W40+APORTACION SIGAUS. MANTENIMIENTO VEHICULOS JARDINES
2016001429.0,2016-02-02,O1,CONSTRUCCIONES JUAN BAUTISTA FLORES S.A.  ,1601.13,0.0,ARRENDAMIENTO CENTRO 0-3 AÑO 2016 GORRAIZ ENERO
2016001430.0,2016-02-01,ADO1,HISPANOFIL  ,154.46,0.0,305 CABLES+4 PLACA VD PLANA+4 T -POLICIA 3 PUESTOS NUEVOS DE TRABAJO
2016001431.0,2016-02-01,ADO1,HISPANOFIL  ,41.68,0.0,"10 BOMBILLA MST MINI 8W PARA ""EMERGENCIA"" COLEGIO PUBLICO                                                               "
2016001432.0,2016-02-01,ADO1,HISPANOFIL  ,123.93,0.0,CAJETIN EMPOTRAR+POLICIA 3 PUESTOS NUEVOS DE TRABAJO
2016001433.0,2016-02-01,ADO1,HISPANOFIL  ,26.56,0.0,100 UDS BRIDA EXTERIOR+2 INTERRUPTOR+1 CONMUTADOR+1 HFP+2 CINTA AISLANTE. COLEGIO PUBLICO
2016001434.0,2016-02-04,ADO1,ELUDAKAR  ,121.24,0.0,2 FILTROS BARREDORA SERVICIOS MULTIPLES
2016001435.0,2016-02-04,ADO1,ELUDAKAR  ,146.01,0.0,BATERIA FIAT DUCATO+FILTROS BARREDORA SERVICIOS MULTIPLES
2016001436.0,2016-02-02,ADO1,CONFECCIONES LA INDUSTRIAL NAVARRA S.L.  ,188.45,0.0,2 FORRO+3 PARKA+1 PANTALON+1 POLO++12 CALCETINES CONSERJES COLEGIO PUBLICO
2016001439.0,2016-01-28,O1,ASESORIA LABORAL RUIZ,1165.23,0.0,CTO ASISTENCIA SERVICIO ASESORIA LABORAL ENERO
2016001440.0,2016-02-03,ADO1,IRIGUIBEL DISTRIBUCIONES S.L.  ,158.5,0.0,3 TOALLA+3 PAPEL BAÑO COLEGIO PUBLICO NUEVO
2016001441.0,2016-01-28,O1,PAUMA SL  ,35067.91,0.0,CTO ASISTENCIA SERV. GESTION CAF ENERO
2016001443.0,2016-02-04,ADO1,SOCIEDAD COOPERATIVA CEREALISTA DE URROZ VILLA ,130.14,0.0,124 LT COMBUSTIBLE S/P 95 SM
2016001444.0,2016-02-04,ADO1,ROTULOS LAVIN.  ,605.0,0.0,ROTULOS 3 VEHICULOS POLICIA NUEVO NUMERO TELEFONOY AÑADIR POL.LOCAL Y UDALTZAINGOA
2016001446.0,2016-02-04,ADO1,AXOR ALQUILER DE MAQUINARIA  ,147.77,0.0,ALQUILER PLATAFORMA 2 DIAS RETIRAR LUCES NAVIDAD
2016001447.0,2016-02-01,ADO1,HISPANOFIL  ,133.69,0.0,1 PINZA AMPERIMETRICA FLUKE 323 MEDICION AYUNTAMIENTO
2016001448.0,2016-02-02,O1,CONSTRUCCIONES JUAN BAUTISTA FLORES S.A.  ,1601.13,0.0,ARRENDAMIENTO CENTRO 0-3 AÑO 2016 GORRAIZ FEBRERO
2016001450.0,2016-02-04,O1,SERNAMAN SL  ,1425.0,0.0,CTO ASISTENCIA CALEFACCIONES MES ENERO
2016001451.0,2016-01-21,ADO1,VIALINE GESTION SL  ,1005.1,0.0,PRESTACION SERVICIOS SANCIONES EJECUTIVA DICIEMBRE 2015
2016001452.0,2016-02-04,O1,MANCOMUNIDAD DE LA COMARCA DE PAMPLONA  ,66870.48,0.0,1º TRIMESTRE DE APORTACION TRANSPORTE COMARCAL AÑO 2016
2016001678.0,2016-02-08,ADO1,WOLTERS KLUWER ESPAÑA S.A. ( LA LEY)  ,2149.97,0.0,"SUSCRIPCION ""SOLUCION INTEGRAL PLUS"" 2016 (EL CONSULTOR)                                                                "
2016001680.0,2016-02-09,ADO1,"LOARRE MENSAJEROS, S.L.U  (MRW)",129.88,0.0,ENVIOS MENSAJERIA DEL MES ENERO
2016001681.0,2016-02-05,ADO1,HIDRO SOLAR  ,217.22,0.0,12 BIDONES 20 L HIPOCLORITO SODICO JARDINES
2016001683.0,2016-02-05,ADO1,"GRUAS ABAYA, S.L.  ",512.51,0.0,RETIRAR 6 VEHICULOS DE 02 ENERO A 20 ENERO 2016
2016001687.0,2016-02-05,ADO1,HUARTE GRAFICA S.A.L.  ,89.54,0.0,2000 TARJETAS VISITA POLICIA  1+0 TINTAS
2016001690.0,2016-02-04,ADO1,NASERTIC  ,27.3,0.0,ARREGLO TELEFONOS POLIDEPORTIVO SARRIGUREN (NEREA)
2016001692.0,2016-02-04,ADO1,CLEN COLLEGE  ,3150.0,0.0,CLASES INGLES ENERO
2016001695.0,2016-02-10,ADO1,HERNANDEZ RUIZ DE EGUILAZ A Y VALLE MORGADO A (EDELWEISS) ,823.53,0.0,PREMIO CONCURSO PROMOCION COMERCIAL EDELWEIS JATETXEA
2016001696.0,2016-02-10,ADO1,DIAZ HERNAN ANA MARIA,823.53,0.0,PREMIO EL MEJOR LOCAL CONCURSO COMERCIO
2016001697.0,2016-02-04,ADO1,AROZ-BERRI SA  ,33.88,0.0,HACER PIEZA EN TORNERO PARA MAQUINA JARDINES
2016001698.0,2016-02-03,ADO1,SOCIEDAD GENERAL DE AUTORES Y EDITORES  ,179.12,0.0,ATXAJAUNAK+RUMBA PERDIDA+LOS HABITUALES+Y OTROS FIESTAS DE EGUES 2015
2016001699.0,2016-02-05,ADO1,VIZCAY HNOS. S.A.  ,287.02,0.0,CEMENTO+MACIZO+ARENA+HORMIGON+ JARDINES
2016001700.0,2016-02-05,ADO1,DISNAVAL S.L.  ,158.82,0.0,2 ROLLOS LIJA+IMPRIMACION POLIVALENTE SERVICIOS MULTIPLES
2016001701.0,2016-02-08,ADO1,TALLERES ASTIZ SL  ,60.5,0.0,ENDEREZAR EJE TRACTOR SERVICIOS MULTIPLES
2016001703.0,2016-02-09,ADO1,IRUÑA CONTENEDORES  ,327.8,0.0,2 TRANSPORTE CONTENEDOR+2 GESTION RESIDUOS ENERO SERVICIOS MULTIPLES
2016001746.0,2016-02-04,ADO1,GARCIA ERRO MIGUEL ANGEL,242.56,0.0,"ESCOBA,HORCA,CARRETILLA,SIKAFLEX, GOLOSOS PARA JARDINES                                                                 "
2016001747.0,2016-02-02,ADO1,GESERLOCAL SL  ,3791.96,0.0,COBROS EJECUTIVA 4º TRIMESTRE
2016001748.0,2016-02-04,ADO1,DIARIO DE NAVARRA  ,543.4,0.0,SUSCRIPCION PERIODICO PAPEL 18/02/2016 A 17/02/2017
2016001749.0,2016-02-10,ADO1,"TRANSPORTES LIZARRALDEA, S.L.  ",259.55,0.0,TRANSPORTE 21/01/2016 BANCO ALIMENTOS
2016001750.0,2016-02-04,ADO1,DUIN  ,50.01,0.0,RECOGIDA+INCINERACION GATO 29/01/2016
2016001751.0,2016-02-03,ADO1,SANCHEZ INCHAUSTI FERNANDO,254.21,0.0,"FUNDAS PLASTICO,ARCHIVADORES,ROTULADORES OFICINA Y POLICIA                                                              "
2016001752.0,2016-02-04,ADO1,SOCIEDAD COOPERATIVA CEREALISTA DE URROZ VILLA ,136.16,0.0,COMBUSTIBLE S/P 95 JARDINES 04/01/16 A 27/01/16
2016001754.0,2016-02-02,ADO1,GASOLEOS ARTAJONA SL  ,2291.55,0.0,3035 LITROS GASOLEO A SERVICIOS MULTIPLES
2016001755.0,2016-02-02,ADO1,GASOLEOS ARTAJONA SL  ,631.08,0.0,1525 LITROS GASOLEO C AYUNTAMIENTO VIEJO
2016001762.0,2016-02-09,ADO1,EDUCACONTINUUM SLL-AGINTZARI S.COOP DE INICIATIVA SOCIAL UTE ,67289.27,0.0,SERVICIO ENERO GESTION GUARDERIAS
2016001764.0,2016-02-10,ADO1,SALTO SYSTEMS SL  ,588.73,0.0,CERRADURA PUERTA OFICINA TECNICA DE EMPLEO
2016001765.0,2016-02-05,ADO1,CONCEJO DE EGÜES  ,331.83,0.0,CONSUMO GAS CONCEJO Y SOCIEDAD LARARZONDOA 2015
2016001766.0,2016-02-02,ADO1,GASOLEOS ARTAJONA SL  ,591.19,0.0,783 LITROS GASOLEO A JARDINES
2016001767.0,2016-01-21,O1,ORONA S. COOP  ,399.3,0.0,CTO MANTENIMIENTO ASCENSOR CP SARRIGUREN 1º TRIMESTRE
2016001768.0,2016-02-02,ADO1,TOLDOS Y TAPICERIA URCA S.L.  ,2958.74,0.0,4 TECHOS 5 METS IGNIFUGOS CARPA MUNICIPAL
2016001769.0,2016-01-11,ADO2,MUY ILUSTRE COLEGIO DE ABOGADOS DE PAMPL  ,4000.0,0.0,ASISTENCIA JURIDICA CAF SEGUN CONVENIO SEPTIEMBRE-DICIEMBRE 2015
2016001770.0,2016-01-21,O1,ORONA S. COOP  ,980.1,0.0,CTO MANTENIMIENTO ASCENSORES C.CONSISTORIAL Y PUERTA 1º TRIM.
2016001771.0,2016-01-28,ADO1,LARUMBE PASCUAL ENEKO,344.85,0.0,SUSTITUCION CENTRAL AMP GORRAIZ SUSABIDE
2016001772.0,2016-02-08,O1,ASOC. NAVARRA INFORMATICA MUNICIPAL S.A  ,15098.78,0.0,SERVICIOS INFORMATICOS AÑO 2016
2016001773.0,2016-01-21,ADO1,REVISIONES DE NAVARRA S.A.  ,37.05,0.0,ITV NA-07357-R ALZAGA P.V 2000P JARDINES
2016001774.0,2016-02-02,ADO1,ASOC. NAVARRA INFORMATICA MUNICIPAL S.A  ,810.33,0.0,7 DISCO DUROS EXTERNOS COPIAS SEGURIDAD+5 RATONES AYUNTAMIENTO
2016001775.0,2016-02-12,ADO1,DUIN  ,50.01,0.0,RECOGIDA E INCINERACION GATO 25/01/2016
2016001776.0,2016-02-12,O1,LARUMBE PASCUAL ENEKO,620.12,0.0,1º TRIM MANTENIMIENTO DE REDES TV GORRAIZ Y EGÜÉS AÑO 2016 (CTO 31/7/13)
2016001777.0,2016-02-03,ADO1,SOCIEDAD COOPERATIVA CEREALISTA DE URROZ VILLA ,2.27,0.0,PASADOR Y GRUPILLA TRACTOR SERVICIOS MULTIPLES
2016001782.0,2016-02-08,ADO1,"ARTE VERDE NAVARRA, S.L  ",94.49,0.0,VIURNUM TINUS+ARREGLO FLORAL 25/11VIOLENCIA GENERO
2016001783.0,2016-02-12,ADO1,TITOS ARREDONDO ISABEL,189.0,0.0,9 HORAS CLASES FRANCES B1 ENERO 2016
2016001784.0,2016-02-01,ADO1,EXTINIRUÑA S.L.  ,340.29,0.0,4 LETREROS INDICATIVOS+LUZ EMERGENCIA+MANGUERA+CANALETA+TIRA  PELIGRO ANTIGUO AYUNTAMIENTO
2016001785.0,2016-02-08,ADO1,NACOHI  ,59.87,0.0,2 RACOR FRENO+TUBO+MANGUERA+UNION JARDINES
2016001788.0,2016-02-12,ADO2,"MAYASTEK GUIPUZKOA, S.L  ",3630.0,0.0,MANTENIMIENTO REGULADORES ALUMBRADO PRIMER SEMESTRE 2016
2016002399.0,2016-02-10,ADO1,SUMUN EQUIPAMIENTOS  ,1652.82,0.0,23 GRILLETES+23FUNDAS+23LLAVES POLICIA
2016002400.0,2016-02-10,ADO1,SUMUN EQUIPAMIENTOS  ,2438.65,0.0,17 PARES BOTAS+5 PARES ZAPATOS POLICIA
2016002401.0,2016-02-11,ADO1,SUMUN EQUIPAMIENTOS  ,486.66,0.0,6 POLOS+1 POLAR VESTUARIO POLICIA
2016002405.0,2016-02-10,ADO1,SUMUN EQUIPAMIENTOS  ,1747.98,0.0,"CAJON ""ZONA FRIA"" POLICIA                                                                                               "
2016002406.0,2016-02-10,ADO1,SUMUN EQUIPAMIENTOS  ,112.82,0.0,12 SILBATOS+2 GUANTES ANTICORTE POLICIA
2016002407.0,2016-02-10,ADO1,SUMUN EQUIPAMIENTOS  ,383.39,0.0,"20 CINTAS BALIZAMIENTO ""POLICIA LOCAL"" +5 PRECINTOS POLICIA                                                             "
2016002418.0,2016-02-05,ADO1,VIALINE GESTION SL  ,891.32,0.0,PRESTACION SERVICIOS EJECUTIVA  ENERO 16
2016002420.0,2016-02-05,ADO1,VIALINE GESTION SL  ,12633.85,0.0,SANCIONES ENERO 2016
2016002428.0,2016-02-11,ADO1,BOBINADOS LABRIT S.L  ,34.55,0.0,ALQUILER GENERADOR CABALGATA
2016002430.0,2016-02-15,ADO1,ARTEAGA FRAILE Mª DEL PILAR,400.0,0.0,TALLER GASTRONOMIA Y ALIMENTACION NOV 2016
2016002462.0,2016-02-11,ADO1,CANON COPIADORAS DE NAVARRA S.L.  ,309.09,0.0,8573 COPIAS IMPRESORA SSB COLOR Y BN A3 Y A4 02/01/16 A 09/02/16
2016002473.0,2016-02-10,ADO1,RICOH ESPAÑA SLU  ,84.52,0.0,1228 COPIAS IMPRESORA (797 BN-431 COLOR) 01/12/15  A  31/12/15 JEFATURA POLICIA
2016002480.0,2016-02-10,ADO1,RICOH ESPAÑA SLU  ,154.54,0.0,3553 COPIAS (2138 BN-1415 COLOR) 01/12/15 A 31/12/15 IMPRESORA DESPACHO AGENTES POLICIA
2016002483.0,2016-02-12,ADO1,ENERITZ URDANOZ PATRICIA,275.0,0.0,"SESION CUENTOS ""MILA KOLORETAKO IPUINAK"" 09 FEB                                                                         "
2016002487.0,2016-01-21,ADO1,VIALINE GESTION SL  ,13733.85,0.0,PRESTACION SERVICIOS DICIEMBRE 2015 GESTION SANCIONES
2016002502.0,2016-02-08,O1,DISTRIVISUAL (MANTENIMIENTO LIMPIEZAS)  ,2467.24,0.0,16DIAS LIMPIEZA NUEVO COLEGIO ENERO
2016002522.0,2016-01-05,ADO1,ORDUÑA NAVARRO JOSEBA,78.1,0.0,GASTOS KILOMETRAJE CINTRUENIGO TEMA GIGANTES 29/01/2016
2016002523.0,2016-02-02,ADO1,HUMICLIMA NORTE S.A.  ,437.5,91.88,MANTENIMIENTO CALEFACCION BAR PISCINAS  1 TRIMESTRE
2016002529.0,2016-02-04,ADO1,GARCIA ERRO MIGUEL ANGEL,115.26,0.0,MANTENIMIENTO CP (15 LLAVES+SUPER GLUE) Y CASA CONSISTORIAL (POLICIA 8 TORNILLOS+200 BRIDAS+3ROLLOS BANDA)
2016002530.0,2016-02-15,ADO1,ASOCIACION CUENTA CLASICOS  ,300.0,0.0,CUENTACUENTOS CARNAVAL
2016002531.0,2016-02-12,ADO1,MARTIN BAZTAN PEDRO,1282.7,0.0,96 CAJAS CALIDAD ALIMENTARIA+TRANSPORTE EQUIPAMIENTO ALIMENTARIO
2016002533.0,2016-02-16,ADO1,"DINAFAX, S.L.  ",180.4,0.0,16566 COPIAS IMPRESORA PRIMERA PLANTA 012L33NL (254564-271130)
2016002534.0,2016-02-17,ADO1,ELECNOR S.A.  ,427.35,0.0,CONEXION 3 PUNTOS LUZ PROXIMO A CALLE CONCEJO BADOSTAIN
2016002535.0,2016-02-02,ADO1,ASOC. NAVARRA INFORMATICA MUNICIPAL S.A  ,145.2,0.0,IMPRESORA COLOR CHORRO DE TINTA LUDOTECA
2016002537.0,2016-02-08,ADO1,"REGENAUTO, S.A.  ",188.97,0.0,LAMPARA+DFDN TERRANO+BIELETA TERRANO JARDINES
2016002539.0,2016-02-10,ADO1,FERRETERIA IRIGARAY  ,72.21,0.0,4 BRALOS REMACHE+1 LAMPARA FRONT+1 GRIFO FLOTADOR JARDINES
2016002540.0,2016-02-03,ADO1,UNZUE E HIJOS S.L.  ,166.15,0.0,PROTECTOR OIDOS+ESPADA+ESLABON+LIMA+ACEITE+ANGULO TENSOR MOTOSIERRA JARDINES
2016002541.0,2016-02-08,O1,VERMICAN SOLUCIONES DE COMPOSTAJE SL  ,1058.75,0.0,ASISTENCIA TECNICA GESTION HUERTOS ECOLOGICOS ENERO
2016002542.0,2016-02-10,O1,URBASER SA  ,3238.57,0.0,CONTRATO MANTENIMIENTO ZONAS VERDES SARRIGUREN GORRAIZ Y RIPAGAINA ENERO
2016002544.0,2016-02-12,ADO1,VILLA MIRANDA VIVEROS SL  ,1085.7,0.0,COTONEASTER CORAL BEAUTY JARDINES
2016002545.0,2016-02-11,ADO1,JUPER DALYS S.L.  ,294.82,0.0,3 BOTAS GORETEX+2 CAMISETAS TERMICAS JARDINES
2016002546.0,2016-02-11,ADO1,CRISTALERIA IRALDE SL  ,136.29,0.0,1 REPOSICION CRISTAL EDIFICIO HUERTAS
2016002547.0,2016-02-12,ADO1,FERNANDEZ BEAUMONT FELIPE (ALFEFLOR),645.29,0.0,4 ATADURA+MALLA+BERKSEAL JARDINES
2016002548.0,2016-02-16,ADO1,FERNANDEZ BEAUMONT FELIPE (ALFEFLOR),785.42,0.0,MALLA ANTIGERMINANTE+10 BORDURA+7 CANTOS RODADOS JARDINES
2016002549.0,2016-02-11,ADO1,IRAOLA-ARTETA S.L.  ,515.99,0.0,6 HORAS CARGAR AGUA Y LIMPIEZA TUBOS LAGO SARRIGUREN
2016002550.0,2016-02-17,ADO1,EXTINIRUÑA S.L.  ,45.81,0.0,RECOLOCACION SISMICO RETIRADO PARED OFICINAS POLICIA
2016002551.0,2016-02-15,ADO1,HEDA COMUNICACION  ,907.49,0.0,PRIMERA TIRADA REVISTA ZE BERRI? EUSKERA
2016002552.0,2016-02-17,ADO1,ASOC. NAVARRA INFORMATICA MUNICIPAL S.A  ,662.04,0.0,6 CARTUCHOS TINTA COLOR 300+6 NEGRO 300+6 NEGRO 301+6 TRICOLOR 301+2 NEGRO 950-951 OFICINA 1 PLANTA AYUNTAMIENTO
2016002554.0,2016-02-16,ADO1,SEGURIDAD SISTEMAS NAVARRA S.A.  ,4122.47,0.0,INSTALACION SISTEMA AUDIOVISUAL CENTRO INTERPRETACION IBIRICU
