a,b,c,d,e,f,g,h,i,j,k,l,m,n,o
1,,15100,12003,RETRIB. BASICAS OFICIAL ADMITVIO URBANIS,,,18500,18500,18278.53,18278.53,18278.53,,18278.53,221.47
1,,15100,12006,ANTIGÜEDAD PERSONAL URBANISMO,,,3700,3700,3640.99,3640.99,3640.99,,3640.99,59.01
1,,15100,12007,RETRIBUCION GRADO PERSONAL URBANISMO,,,19700,19700,19601.5,19601.5,19601.5,,19601.5,98.5
1,,15100,12103,RETRIB. COMPLEMENTARIAS PERSONAL  URBANI,,,46800,46800,46519.97,46519.97,46519.97,,46519.97,280.03
1,,15100,13100,RETRIBUCIONES PERSONAL TEMPORAL URBANISM,,,6000,6000,2675.17,2675.17,2675.17,,2675.17,3324.83
1,,15100,16000,SEGURIDAD SOCIAL PERSONAL URBANISMO,,,38000,38000,38000,38000,36318.46,,33354.68,0
1,,15100,16400,AYUDA FAMILIAR PERSONAL URBANISMO,,,600,600,420.08,420.08,420.08,,420.08,179.92
1,,16300,12004,RETRIB. BASICAS PERSONAL LIMPIEZA VIARIA,,,56000,56000,75939.91,75939.91,75939.91,,75939.91,-19939.91
1,,16300,12006,ANTIGÜEDAD PERSONAL LIMPIEZA VIARIA,,,1400,1400,1090.23,1090.23,1090.23,,1090.23,309.77
1,,16300,12103,RETRIB. COMPLEMENTARIAS PERSONAL LIMPIEZ,,,23000,23000,24277.95,24277.95,24277.95,,24277.95,-1277.95
1,,16300,13100,RETRIBUCIONES PERSONAL TEMPORAL LIMPIEZA,,,50000,27000,22971.99,22971.99,22971.99,,22971.99,4028.01
1,,16300,16000,SEGURIDAD SOCIAL PERSONAL LIMPIEZA VIARI,,,42000,42000,32000,32000,31730.58,,28889.51,10000
1,,16300,16400,AYUDA FAMILIAR PERSONAL LIMPIEZA VIARIA,,,500,500,1259.08,1259.08,1259.08,,1259.08,-759.08
1,,16900,12003,RETRIB. BASICAS PERSONAL SERV.MULT NIVEL,,,74000,74000,60856.97,60856.97,60856.97,,60856.97,13143.03
1,,16900,12004,RETRIB.BASICAS PERSONAL SERV MULT NIVEL,,,49000,49000,31859.02,31859.02,31859.02,,31859.02,17140.98
1,,16900,12006,ANTIGÜEDAD PERSONAL SERV MULT,,,3400,3400,3828.33,3828.33,3828.33,,3828.33,-428.33
1,,16900,12007,RETRIBUCION GRADO PERSONAL SERV.MULT,,,12000,12000,11361.78,11361.78,11361.78,,11361.78,638.22
1,,16900,12103,RETRIB. COMPLEMENTARIAS PERSONAL SERV MU,,,75000,75000,60066.67,60066.67,60066.67,,60066.67,14933.33
1,,16900,13000,RETRIB.BASICAS PERS S.MULT. LABORAL FIJO,,,0,0,17906.38,17906.38,17906.38,,17906.38,-17906.38
1,,16900,13002,HORAS EXTRAS PERS. SERV.MULT LABORAL FIJ,,,0,0,62.39,62.39,62.39,,62.39,-62.39
1,,16900,13100,RETRIBUCIONES PERSONAL TEMPORAL SERV.MUL,,,0,0,37883.6,37883.6,37883.6,,37883.6,-37883.6
1,,16900,15100,PLAN EMERGENICAS Y OTROS,,,20000,20000,0,0,0,,0,20000
1,,16900,16000,SEGURIDAD SOCIAL PERSONAL SERVICIOS MULT,,,68000,56000,60369.38,60369.38,60255.43,,54422.02,-4369.38
1,,16900,16200,GASTOS FORMACION PERSONAL SM,,,2000,2000,0,0,0,,0,2000
1,,16900,16400,AYUDA FAMILIAR PERSONAL SERV. MULT,,,4800,4800,4265.74,4265.74,4265.74,,4265.74,534.26
1,,17100,12002,RETRIB. BASICAS PERSONAL JARDINES NIVEL,,,22200,22200,22048.81,22048.81,22048.81,,22048.81,151.19
1,,17100,12003,RETRIB. BASICAS PERSONAL  JARDINES NIVEL,,,18400,18400,18290.32,18290.32,18290.32,,18290.32,109.68
1,,17100,12004,RETRIB.BASICAS PERSONAL JARDINES NIVEL D,,,100000,100000,105244.92,105244.92,105244.92,,105244.92,-5244.92
1,,17100,12006,ANTIGÜEDAD PERSONAL JARDINES,,,4000,4000,4710.82,4710.82,4710.82,,4710.82,-710.82
1,,17100,12007,RETRIBUCION GRADO PERSONAL JARDINERIA,,,12500,12500,12314.31,12314.31,12314.31,,12314.31,185.69
1,,17100,12103,RETRIB.  COMPLEMENTARIAS PERSONAL JARDIN,,,56000,64000,61619.24,61619.24,61619.24,,61619.11,2380.76
1,,17100,13100,RETRIBUCIONES PERSONAL TEMPORAL JARDINES,,,37000,45000,41410,41410,41410,,41410,3590
1,,17100,16000,SEGURIDAD SOCIAL PERSONAL JARDINES,,,72000,72000,71567.49,71567.49,71473.46,,67967.49,432.51
1,,17100,16200,FORMACION PERSONAL JARDINES,,,2000,2000,1325,1325,1325,,1130,675
1,,17100,16400,AYUDA FAMILIAR FUNCIONARIOS JARDINES,,,4500,4500,5717.03,5717.03,5717.03,,5717.03,-1217.03
1,,21100,16004,CUOTA MONTEPIO Y AYUDA FAMILIAR PERS.PAS,,,465000,582000,580329.79,580329.79,580329.79,,528941.19,1670.21
1,,21100,16008,A.S.U.N Y A.S.U.E FUNCIONARIOS MONTEPIO,,,3000,3000,0,0,0,,0,3000
1,,21100,16205,SEGURO VIDA Y ACCIDENTES PERSONAL AYTO,,,20000,20000,17414.53,17414.53,17414.53,,17413.51,2585.47
1,,23110,12002,RETRIB.BASICAS PERSONAL SSB NIVEL B,,,160000,160000,169926.29,169926.29,169926.29,,169926.29,-9926.29
1,,23110,12004,RETRIB.BASICAS PERSONAL SSB NIVEL D,,,40000,40000,53705.92,53705.92,53705.92,,53705.92,-13705.92
1,,23110,12006,ANTIGÜEDAD PERSONAL SSB,,,3800,3800,5673.21,5673.21,5673.21,,5673.21,-1873.21
1,,23110,12007,RETRIBUCION GRADO PERSONAL SSB,,,10000,10000,9919.41,9919.41,9919.41,,9919.41,80.59
1,,23110,12103,RETRIB. COMPLEMENTARIAS PERSONAL SSB,,,100000,100000,94667.08,94667.08,94667.08,,94667.08,5332.92
1,,23110,13000,RETRIB.BASICAS PERS SSB LABORAL FIJO,,,0,0,14509.93,14509.93,14509.93,,14509.93,-14509.93
1,,23110,13100,RETRIBUCIONES PERS. LABORAL S.S.B.,,,90000,90000,40155.88,40155.88,40155.88,,40155.88,49844.12
1,,23110,16000,SEGURIDAD SOCIAL PERSONAL S.S.B,,,110000,110000,101300,101300,101292.83,,92056.93,8700
1,,23110,16200,FORMACION PERSONAL S.S.B,,,4000,4000,0,0,0,,0,4000
1,,23110,16400,AYUDA FAMILIAR PERSONAL SSB,,,8000,8000,7220.35,7220.35,7220.35,,7220.35,779.65
1,,23180,12004,RETRIB. BASICAS PERSONAL PROGRAMA SAD,,,70000,70000,66420.38,66420.38,66420.38,,66420.38,3579.62
1,,23180,12006,ANTIGÜEDAD PERSONAL PROGRAMA SAD,,,1600,1600,1880.81,1880.81,1880.81,,1880.81,-280.81
1,,23180,12103,RETRIB. COMPLEMENTARIAS PERSONAL PROGRAM,,,25000,25000,17674.74,17674.74,17674.74,,17674.74,7325.26
1,,23180,13100,RETRIBUCIONES PERSONAL SAD TEMPORAL,,,24000,24000,27659.17,27659.17,27659.17,,27136.1,-3659.17
1,,23180,16000,SEGURIDAD SOCIAL PERSONAL SAD,,,40000,40000,40000,40000,38810.93,,35646.54,0
1,,23180,16400,AYUDA FAMILIAR PERSONAL PROGRAMA SAD,,,2200,2200,2100.34,2100.34,2100.34,,2100.34,99.66
1,,23910,12002,RETRIBUCIONES BASICAS TECNICA IGUALDAD,,,22200,22200,19908.67,19908.67,19908.67,,19908.67,2291.33
1,,23910,12006,ANTIGUEDAD TECNICA IGUALDAD,,,500,500,177.71,177.71,177.71,,177.71,322.29
1,,23910,12103,RETRIB. COMPLEMENTARIAS IGUALDAD,,,3500,3500,2986.32,2986.32,2986.32,,2986.32,513.68
1,,23910,16000,SEGURIDAD SOCIAL TECNICA IGUALDAD,,,8400,8400,8400,8400,7324.51,,6773.87,0
1,,23910,16400,AYUDA FAMILIAR TECNICA IGUALDAD,,,0,0,82.2,82.2,82.2,,82.2,-82.2
1,,24120,12003,RETRIB. BASICAS OFICIAL ESP,,,0,0,9854.05,9854.05,9854.05,,9854.05,-9854.05
1,,24120,12006,ANTIGUEDAD PERSONAL ESP,,,0,0,80.16,80.16,80.16,,80.16,-80.16
1,,24120,12103,RETRIB. COMPLEMENTARIAS PERSONAL ESP,,,0,0,2069.36,2069.36,2069.36,,2069.36,-2069.36
1,,24120,13100,RETRIB. BASICAS PERSONAL PROGRAMA ESP,,,195000,195000,183875.14,183875.14,183875.14,,183875.14,11124.86
1,,24120,16000,SEGURIDAD SOCIAL EMPLEO SOCIAL PROTEGIDO,,,56000,56000,57741.72,57741.72,57728.49,,52441.72,-1741.72
1,,24120,16200,FORMACION PERSONAL EMPLEO SOCIAL PROTEGI,,,5000,5000,5036.84,5036.84,5036.84,,5036.84,-36.84
1,,24120,16400,AYUDA FAMILIAR PERSONAL ESP,,,0,0,346.69,346.69,346.69,,346.69,-346.69
1,,24190,12002,RETRIB. BASICAS  TECNICO DE EMPLEO,,,20500,20500,22009.39,22009.39,22009.39,,22009.39,-1509.39
1,,24190,12103,RETRIB. COMPLEMENTARIAS TECNICA EMPLEO,,,4000,4000,3293.83,3293.83,3293.83,,3293.83,706.17
1,,24190,16000,SEGURIDAD SOCIAL PERSONAL DESARROLLO Y E,,,9500,9500,8304.74,8304.74,8298.46,,7604.74,1195.26
1,,24190,16400,AYUDA FAMILIAR PERSONAL TECNICA EMPLEO,,,800,800,839.6,839.6,839.6,,839.6,-39.6
1,,24191,13100,RETRIB. BASICAS PERSONAL PROGRAMA SNE,,,81000,94000,89586.5,89586.5,89586.5,,89586.5,4413.5
1,,24191,16000,SEGURIDAD SOCIAL PERSONAL PROGRAMA SNE,,,28000,28000,27588.06,27588.06,27521.7,,25488.06,411.94
1,,32320,12004,RETRIB. BASICAS  PERSONAL C.P,,,48000,49000,63707.7,63707.7,63707.7,,63707.7,-14707.7
1,,32320,12006,ANTIGÜEDAD PERSONAL COLEGIO PUBLICO,,,800,800,1295.38,1295.38,1295.38,,1295.38,-495.38
1,,32320,12103,RETRIB. COMPLEMENTARIAS  PERSONAL C.P,,,19000,19000,25501.29,25501.29,25501.29,,25501.29,-6501.29
1,,32320,13000,RETRIB. BASICAS LABORAL FIJO PERSONAL C.,,,25000,25000,23858.29,23858.29,23858.29,,23858.29,1141.71
1,,32320,13002,RETRIB. COMPLEMENT LABORAL FIJO PERSONAL,,,3500,3500,3391.18,3391.18,3391.18,,3391.18,108.82
1,,32320,13100,PERSONAL LABORAL TEMPORAL C.P.,,,49000,49000,31658.66,31658.66,31658.66,,31658.66,17341.34
1,,32320,16000,SEGURIDAD SOCIAL PERSONAL CP SARRIGUREN,,,46000,46000,41844.5,41844.5,41730.76,,38744.5,4155.5
1,,32320,16400,AYUDA FAMILIAR PERSONAL C.P.,,,600,600,840.72,840.72,840.72,,840.72,-240.72
1,,32610,12000,RETRIB. BASICAS PERSONAL ESCUELA MUSICA,,,260000,260000,332336.93,332336.93,332336.93,,332336.93,-72336.93
1,,32610,12004,RETRIB. BASICAS PERSONAL ADMITIVO ESCUEL,,,16000,16000,15924.91,15924.91,15924.91,,15924.91,75.09
1,,32610,12006,ANTIGÜEDAD PERSONAL ESCUELA MUSICA,,,7500,7500,6438.17,6438.17,6438.17,,6438.17,1061.83
1,,32610,12007,RETRIBUCION GRADO PERSONAL ESC.MUS,,,13000,13000,16345.69,16345.69,16345.69,,16345.69,-3345.69
1,,32610,12103,RETRIB. COMPLEMENTARIAS PERSONAL ESC.MUS,,,22000,22000,26447.8,26447.8,26447.8,,26417.8,-4447.8
1,,32610,13100,PERSONAL LABORAL ESCUELA MUSICA,,,105000,105000,27883.93,27883.93,27883.93,,27883.93,77116.07
1,,32610,16000,SEGURIDAD SOCIAL PERSONAL ESCUELA MUSICA,,,130000,130000,127100,127100,127097.95,,116173.73,2900
1,,32610,16200,FORMACION PROFESORADO ESCUELA MUSICA,,,2000,2000,1668.48,1668.48,1668.48,,1218.48,331.52
1,,32610,16400,AYUDA FAMILIAR PERSONAL ESC.MUSICA,,,5000,5000,7087.65,7087.65,7087.65,,7087.65,-2087.65
1,,33210,12003,RETRIB. BASICAS PERSONAL LUDOTECA-BIBLIO,,,50000,50000,41155.37,41155.37,41155.37,,41155.37,8844.63
1,,33210,12006,ANTIGÜEDAD PERSONAL LUDOTECA- BIBLIOTECA,,,1000,1000,1050.21,1050.21,1050.21,,1050.21,-50.21
1,,33210,12103,RETRIB. COMPLEMENTARIAS PERSONAL LUDOTEC,,,10300,10300,7554.05,7554.05,7554.05,,7554.05,2745.95
1,,33210,13100,PERSONAL AUXILIAR TEMPORAL LUDOTECA BIBL,,,25000,25000,24386.39,24386.39,24386.39,,23981.12,613.61
1,,33210,16000,SEGURIDAD SOCIAL PERSONAL LUDOTECA-BIBLI,,,25000,25000,25000,25000,23380.51,,21669.67,0
1,,33210,16200,FORMACION PERSONAL LUDOTECA-BIBLIOTECA,,,1000,1000,0,0,0,,0,1000
1,,33400,12000,RETRIB. BASICAS TECNICA DE CULTURA,,,26300,26300,26174.79,26174.79,26174.79,,26174.79,125.21
1,,33400,12006,ANTIGÜEDAD TECNICA DE CULTURA,,,600,600,559.7,559.7,559.7,,559.7,40.3
1,,33400,12103,RETRIB. COMPLEMENTARIAS TECNICA DE CULTU,,,3500,3500,3254.69,3254.69,3254.69,,3254.69,245.31
1,,33400,13100,RETRIB. CONSERJERIA AREA CULTURA,,,4000,4000,2310.21,2310.21,2310.21,,2310.21,1689.79
1,,33400,16000,SEGURIDAD SOCIAL TECNICA CULTURA,,,12000,12000,12000,12000,11307.46,,10454.3,0
1,,33400,16400,AYUDA FAMILIAR TECNICA DE CULTURA,,,450,450,419.82,419.82,419.82,,419.82,30.18
1,,33500,12002,RETRIB. BASICAS TECNICO EUSKERA,,,21700,21700,22048.78,22048.78,22048.78,,22048.78,-348.78
1,,33500,12006,ANTIGÜEDAD TECNICO EUSKERA,,,0,0,122.33,122.33,122.33,,122.33,-122.33
1,,33500,12103,RETRIB. COMPLEMENTARIAS TECNICO EUSKERA,,,3300,3300,3445.28,3445.28,3445.28,,3445.28,-145.28
1,,33500,16000,SEGURIDAD SOCIAL PERSONAL EUSKERA,,,8000,8000,8200,8200,8164.2,,7482.64,-200
1,,33700,12002,RETRIB.BASICAS TECNICO JUVENTUD,,,12800,12800,0,0,0,,0,12800
1,,33700,12103,RETRIB.COMPLEMENTARIAS TECNICO JUVENTUD,,,1600,1600,0,0,0,,0,1600
1,,33700,16000,SEGURIDAD SOCIAL TECNICO JUVENTUD,,,5000,5000,0,0,0,,0,5000
1,,34100,12000,RETRIB. BASICAS TECNICA DE DEPORTE,,,26000,26000,25299.98,25299.98,25299.98,,25299.98,700.02
1,,34100,12006,ANTIGÜEDAD TECNICA DE DEPORTE,,,600,600,667.48,667.48,667.48,,667.48,-67.48
1,,34100,12007,RETRIBUCION GRADO TECNICA DE DEPORTE,,,4800,4800,4554.02,4554.02,4554.02,,4554.02,245.98
1,,34100,12103,RETRIB. COMPLEMENTARIAS TECNICA DE DEPOR,,,3300,3300,3162.52,3162.52,3162.52,,3162.52,137.48
1,,34100,16000,SEGURIDAD SOCIAL TECNICA DE DEPORTE,,,11500,11500,11500,11500,10573.84,,9673.7,0
1,,34100,16400,AYUDA FAMILIAR TECNICA DE DEPORTE,,,900,900,811.54,811.54,811.54,,811.54,88.46
1,,91200,10000,SUELDO ALCALDIA,,,41200,41200,41200.04,41200.04,41200.04,,41200.04,-0.04
1,,91200,16000,SEGURIDAD SOCIAL ALCALDIA,,,13700,13700,13700,13700,13461.95,,12343.81,0
1,,91201,10000,CONCEJALIAS DELEGADAS,,,86400,86400,84228.45,84228.45,84228.45,,84228.45,2171.55
1,,91201,16000,SEGURIDAD SOCIAL CONCEJALIAS,,,29000,29000,29000,29000,28171.09,,25825.72,0
1,,91201,16205,SEGURO ACCIDENTES CORPORATIVOS,,,2800,2800,1234.88,1234.88,1234.88,,1234.88,1565.12
1,,92000,12000,RETRIB. BASICAS PERSONAL ADMON GRAL,,,52600,52600,50664.11,50664.11,50664.11,,50234.41,1935.89
1,,92000,12003,RETRIB. BASICAS PERSONAL ADMON GRAL,,,55000,55000,55593.44,55593.44,55593.44,,55593.44,-593.44
1,,92000,12004,RETRIB. BASICAS PERSONAL ADMON GRAL,,,65000,65000,76359.67,76359.67,76359.67,,76359.67,-11359.67
1,,92000,12006,ANTIGÜEDAD PERSONAL ADMON GRAL,,,6000,6000,6441.74,6441.74,6441.74,,6411.9,-441.74
1,,92000,12007,RETRIBUCION GRADO PERSONAL ADMON GRAL,,,21000,21000,21172.78,21172.78,21172.78,,21172.78,-172.78
1,,92000,12103,R ETRIB. COMPLEMENTARIAS PERSONAL ADMON,,,80000,80000,85269.44,85269.44,85269.44,,84972.98,-5269.44
1,,92000,13100,PERSONAL TEMPORAL ADMINISTRACION,,,70000,70000,20841.74,20841.74,20841.74,,20841.74,49158.26
1,,92000,14300,RETRIBUCIONES PERSONAL BUZONEO,,,1000,1000,65.51,65.51,65.51,,65.51,934.49
1,,92000,16000,SEGURIDAD SOCIAL PERSONAL ADMINISTRACION,,,90000,90000,90000,90000,79717.57,,71513.13,0
1,,92000,16200,FORMACION PERSONAL ADMINISTRACION,,,2000,2000,1133.2,1133.2,1133.2,,1133.2,866.8
1,,92000,16204,AYUDAS AL ESTUDIO,,,12000,12000,10301.28,10301.28,10301.28,,10301.28,1698.72
1,,92000,16209,SERVICIO PREVENCION RIESGOS LABORALES,,,30000,30000,22191.4,22191.4,16710.6,,16710.6,7808.6
1,,92000,16400,AYUDA FAMILIAR PERSONAL ADMON GRAL,,,6000,6000,5656.55,5656.55,5656.55,,5656.55,343.45
1,,92400,12002,RETRIB.BASICAS TECNICA PARTICIPACION,,,21700,21700,22019.9,22019.9,22019.9,,22019.9,-319.9
1,,92400,12103,RETRIB.COMPLEMENTARIAS TECNICA PARTICIPA,,,3300,3300,3297.57,3297.57,3297.57,,3297.57,2.43
1,,92400,16000,SEGURIDAD SOCIAL PERSONAL PARTICIPACION,,,8000,8000,8000,8000,7988.51,,7321.04,0
1,,93100,12000,RETRIB. BASICAS PERSONAL HACIENDA E INTE,,,26300,26300,26209.05,26209.05,26209.05,,26209.05,90.95
1,,93100,12002,RETRIB BASICAS PERSONAL HACIENDA E INTER,,,22200,22200,22048.81,22048.81,22048.81,,22048.81,151.19
1,,93100,12004,RETRIB BASICAS PERSONAL HACIENDA E INTER,,,16000,16000,15929.48,15929.48,15929.48,,15929.48,70.52
1,,93100,12006,ANTIGÜEDAD PERSONAL HACIENDA E INTERVENC,,,2700,2700,2732.17,2732.17,2732.17,,2732.17,-32.17
1,,93100,12007,RETRIBUCION GRADO HACIENDA E INTERVENCIO,,,13100,13100,13029.59,13029.59,13029.59,,13029.59,70.41
1,,93100,12103,RETRIB. COMPLEMENTARIAS HACIENDA E INTER,,,32000,32000,32016.49,32016.49,32016.49,,32016.49,-16.49
1,,93100,16000,SEGURIDAD SOCIAL PERSONAL HACIENDA,,,29000,29000,29000,29000,28882.47,,26466.04,0
1,,93100,16400,AYUDA FAMILIAR HACIENDA E INTERVENCION,,,1700,1700,1681.4,1681.4,1681.4,,1681.4,18.6
,,,,,,,,,,,,,,
TOTAL ,,,,,,,,,,,,,,
Capítulo ,,1,GASTOS DE PERSONAL.,,,,5637150,5749150,5456091.56,5456091.56,5386914.24,,5246018.31,293058.44
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
1,,13210,21300,CONSERVACION MAQUINARIA UTILLAJE POLICIA,,,500,500,583.8,583.8,583.8,,583.8,-83.8
1,,13210,21400,MANTENIMIENTO VEHICULOS POLICIA,,,8000,8000,6072.38,6072.38,6072.38,,5132.4,1927.62
1,,13210,22000,GASTOS OFICINA POLICIA,,,3500,3500,1577.9,1577.9,1577.9,,1530.67,1922.1
1,,13210,22103,COMBUSTIBLE VEHICULOS POLICIA,,,8500,8500,10779.89,10779.89,10779.89,,9764.98,-2279.89
1,,13210,22104,VESTUARIO POLICIA LOCAL,,,20000,20000,18111.87,18111.87,17181.76,,16848.92,1888.13
1,,13210,22199,MATERIAL TECNICO ESPECIAL POLICIA,,,7000,7000,7541.22,7541.22,7541.22,,6235.67,-541.22
1,,13210,22200,TELEFONO FIJO Y MOVIL POLICIA,,,2500,2500,2783.55,2783.55,2783.55,,2603.16,-283.55
1,,13210,22400,SEGURO VEHICULOS POLICIA,,,2200,2200,2200,1314.75,1314.75,,120.16,0
1,,13210,22601,ORGANIZACION DIA DE LAS POLICIAS,,,4000,4000,0,0,0,,0,4000
1,,13210,22606,EDUCACION VIAL,,,2000,2000,1082.88,1082.88,1082.88,,0,917.12
1,,13210,22701,MANTENIMIENTO SISTEMA VIDEOVIGILANCIA,,,3000,3000,328.35,328.35,328.35,,328.35,2671.65
1,,13210,22706,SEMANA MOVILIDAD,,,6000,6000,5603.64,5603.64,5603.64,,5603.64,396.36
1,,13210,22799,ASIST.TEC. MESA MOVILIDAD IMPLANT.BICICL,,,0,0,7139,7139,7139,,7139,-7139
1,,13210,23120,LOCOMOCION PERSONAL POLICIA,,,100,100,150.1,150.1,150.1,,150.1,-50.1
1,,13210,23300,OTRAS INDEMNIZACIONES POLICIA,,,500,500,1034.31,1034.31,1034.31,,1034.31,-534.31
1,,13210,23301,ASISTENCIA EVENTOS POLICIA OLIMPIADAS,,,3000,3000,1526.88,1526.88,1526.88,,1526.88,1473.12
1,,13300,22199,SEÑALIACION HORIZONTAL Y VERTICAL,,,73500,73500,72254.62,72254.62,9643.06,,4618.95,1245.38
1,,13300,22701,RECOGIDA DE  VEHICULOS CON GRUAS,,,3500,3500,2832.5,2832.5,2832.5,,2745.91,667.5
1,,13400,22100,MANTENIMIENTO POSTES ELECTRICOS CARGA VE,,,0,0,1056.73,1056.73,1056.73,,548.53,-1056.73
1,,15100,22760,INFORMES URBANISTICOS,,,9000,9000,11543.4,11543.4,11543.4,,9407.75,-2543.4
1,,15100,23120,LOCOMOCION PERSONAL URBANISMO,,,500,500,610.82,610.82,610.82,,610.82,-110.82
1,,15100,23300,OTRAS INDEMNIZ. PERSONAL URBANISMO,,,300,300,230,230,230,,230,70
1,,15311,21000,REPARACIONES CAMINOS,,,4000,14000,19058.72,19058.72,19058.72,,19049.34,-5058.72
1,,15330,21000,REPARACIONES VARIAS CALLES Y ESPACIOS PU,,,16000,16000,5675.32,5675.32,5175.32,,4102.07,10324.68
1,,15331,21000,PLAN INVERNAL,,,9000,9000,9098.36,9098.36,9098.36,,9098.36,-98.36
1,,16300,21300,REPARACIONES VEHICULOS SERV.LIMPIEZA VIA,,,3000,8000,5597.96,5597.96,5597.96,,5394.55,2402.04
1,,16300,22199,COMPRAS VARIAS SERV.LIMPIEZA CALLES,,,3000,3000,863.72,863.72,863.72,,863.72,2136.28
1,,16300,22709,TRANSPORTE CONTENEDORES LIMPIEZA VIARIA,,,4000,4000,3557.4,3557.4,3557.4,,3393.5,442.6
1,,16500,21900,CONSERVACION ALUMBRADO PUBLICO,,,20000,27000,22409.75,22409.75,22409.75,,20977.05,4590.25
1,,16500,22100,ENERGIA ELECTRICA ALUMBRADO PUBLICO,,,120000,181000,183526.95,183526.95,183526.95,,175708.46,-2526.95
1,,16900,21200,CONSERVACION NAVE SERVICIOS MULTIPLES,,,2200,2200,3384.93,3384.93,3384.93,,2826.08,-1184.93
1,,16900,21300,MANTENIMIENTO VEHICULOS Y MAQUINARIA SER,,,20000,20000,17835.1,17835.1,17835.1,,16588.75,2164.9
1,,16900,21600,MANTENIMIENTO TELECOMUNICACIONES Y ANTEN,,,6000,6000,3781.28,3781.28,3766.16,,3766.16,2218.72
1,,16900,21900,MANT.MOBILIARIO URBANO Y SEÑALIZACIONES,,,10000,40000,42822,42822,42822,,42589.58,-2822
1,,16900,22100,ENERGIA ELECTRICA NAVE SERVICIOS MULTIPL,,,1600,1600,1403.45,1403.45,1403.45,,1403.45,196.55
1,,16900,22101,AGUA  NAVE SERVICIOS MULTIPLES,,,1500,1500,1736.9,1736.9,1736.9,,1156,-236.9
1,,16900,22103,COMBUSTIBLE VEHICULOS Y MAQ. SERV MULTIP,,,16000,16000,17040.6,17040.6,17040.6,,15249.95,-1040.6
1,,16900,22104,VESTUARIO PERSONAL SERVICIOS MULTIPLES,,,3000,3000,6037.8,6037.8,5972.61,,5972.61,-3037.8
1,,16900,22110,PRODUCTOS HIGIENICOS Y DE LIMPIEZA SERVI,,,800,800,530.48,530.48,530.48,,530.48,269.52
