a,b,c,d,e,f,g,h,i,j,k,l,m,n,o
1,,15100,12002,RETRIB.BASICAS APAREJADOR URBANISMO,,,22200.0,22200.0,17304.07,17304.07,17304.07,,17304.07,4895.93
1,,15100,12003,RETRIB. BASICAS OFICIAL ADMITVIO URBANIS,,,18500.0,18500.0,14354.35,14354.35,14354.35,,14354.35,4145.65
1,,15100,12006,ANTIGÜEDAD PERSONAL URBANISMO,,,3700.0,3700.0,2859.4,2859.4,2859.4,,2859.4,840.6
1,,15100,12007,RETRIBUCION GRADO PERSONAL URBANISMO,,,19700.0,19700.0,15393.31,15393.31,15393.31,,15393.31,4306.69
1,,15100,12103,RETRIB. COMPLEMENTARIAS PERSONAL  URBANI,,,46800.0,46800.0,36531.65,36531.65,36531.65,,36531.65,10268.35
1,,15100,13100,RETRIBUCIONES PERSONAL TEMPORAL URBANISM,,,6000.0,6000.0,2675.17,2675.17,2675.17,,2675.17,3324.83
1,,15100,16000,SEGURIDAD SOCIAL PERSONAL URBANISMO,,,38000.0,38000.0,38000.0,38000.0,27426.12,,27426.12,0.0
1,,15100,16400,AYUDA FAMILIAR PERSONAL URBANISMO,,,600.0,600.0,329.9,329.9,329.9,,329.9,270.1
1,,16300,12004,RETRIB. BASICAS PERSONAL LIMPIEZA VIARIA,,,56000.0,56000.0,65686.93,65686.93,65686.93,,65686.93,-9686.93
1,,16300,12006,ANTIGÜEDAD PERSONAL LIMPIEZA VIARIA,,,1400.0,1400.0,864.78,864.78,864.78,,864.78,535.22
1,,16300,12103,RETRIB. COMPLEMENTARIAS PERSONAL LIMPIEZ,,,23000.0,23000.0,19493.41,19493.41,19493.41,,19493.41,3506.59
1,,16300,13100,RETRIBUCIONES PERSONAL TEMPORAL LIMPIEZA,,,50000.0,38000.0,18046.48,18046.48,18046.48,,18046.48,19953.52
1,,16300,16000,SEGURIDAD SOCIAL PERSONAL LIMPIEZA VIARI,,,42000.0,42000.0,42000.0,42000.0,23829.42,,23829.42,0.0
1,,16300,16400,AYUDA FAMILIAR PERSONAL LIMPIEZA VIARIA,,,500.0,500.0,988.54,988.54,988.54,,988.54,-488.54
1,,16900,12003,RETRIB. BASICAS PERSONAL SERV.MULT NIVEL,,,74000.0,74000.0,49607.66,49607.66,49607.66,,49607.66,24392.34
1,,16900,12004,RETRIB.BASICAS PERSONAL SERV MULT NIVEL,,,49000.0,49000.0,25023.7,25023.7,25023.7,,25023.7,23976.3
1,,16900,12006,ANTIGÜEDAD PERSONAL SERV MULT,,,3400.0,3400.0,3128.91,3128.91,3128.91,,3128.91,271.09
1,,16900,12007,RETRIBUCION GRADO PERSONAL SERV.MULT,,,12000.0,12000.0,8983.71,8983.71,8983.71,,8983.71,3016.29
1,,16900,12103,RETRIB. COMPLEMENTARIAS PERSONAL SERV MU,,,75000.0,75000.0,49095.43,49095.43,49095.43,,49095.43,25904.57
1,,16900,13000,RETRIB.BASICAS PERS S.MULT. LABORAL FIJO,,,0.0,0.0,11591.14,11591.14,11591.14,,11591.14,-11591.14
1,,16900,13002,HORAS EXTRAS PERS. SERV.MULT LABORAL FIJ,,,0.0,0.0,62.39,62.39,62.39,,62.39,-62.39
1,,16900,13100,RETRIBUCIONES PERSONAL TEMPORAL SERV.MUL,,,0.0,0.0,32527.75,32527.75,32527.75,,30306.48,-32527.75
1,,16900,15100,PLAN EMERGENICAS Y OTROS,,,20000.0,20000.0,0.0,0.0,0.0,,0.0,20000.0
1,,16900,16000,SEGURIDAD SOCIAL PERSONAL SERVICIOS MULT,,,68000.0,56000.0,56000.0,56000.0,41263.92,,41263.92,0.0
1,,16900,16200,GASTOS FORMACION PERSONAL SM,,,2000.0,2000.0,0.0,0.0,0.0,,0.0,2000.0
1,,16900,16400,AYUDA FAMILIAR PERSONAL SERV. MULT,,,4800.0,4800.0,3357.88,3357.88,3357.88,,3357.88,1442.12
1,,17100,12002,RETRIB. BASICAS PERSONAL JARDINES NIVEL,,,22200.0,22200.0,17318.26,17318.26,17318.26,,17318.26,4881.74
1,,17100,12003,RETRIB. BASICAS PERSONAL  JARDINES NIVEL,,,18400.0,18400.0,14366.14,14366.14,14366.14,,14366.14,4033.86
1,,17100,12004,RETRIB.BASICAS PERSONAL JARDINES NIVEL D,,,100000.0,100000.0,81713.69,81713.69,81713.69,,81713.69,18286.31
1,,17100,12006,ANTIGÜEDAD PERSONAL JARDINES,,,4000.0,4000.0,3602.55,3602.55,3602.55,,3602.55,397.45
1,,17100,12007,RETRIBUCION GRADO PERSONAL JARDINERIA,,,12500.0,12500.0,9321.05,9321.05,9321.05,,9321.05,3178.95
1,,17100,12103,RETRIB.  COMPLEMENTARIAS PERSONAL JARDIN,,,56000.0,56000.0,48133.63,48133.63,48133.63,,48133.63,7866.37
1,,17100,13100,RETRIBUCIONES PERSONAL TEMPORAL JARDINES,,,37000.0,37000.0,36831.39,36831.39,36831.39,,36831.39,168.61
1,,17100,16000,SEGURIDAD SOCIAL PERSONAL JARDINES,,,72000.0,72000.0,72000.0,72000.0,57526.5,,57526.5,0.0
1,,17100,16200,FORMACION PERSONAL JARDINES,,,2000.0,2000.0,1130.0,1130.0,1130.0,,1130.0,870.0
1,,17100,16400,AYUDA FAMILIAR FUNCIONARIOS JARDINES,,,4500.0,4500.0,4401.68,4401.68,4401.68,,4401.68,98.32
1,,21100,16004,CUOTA MONTEPIO Y AYUDA FAMILIAR PERS.PAS,,,465000.0,465000.0,395824.19,395824.19,395824.19,,395824.19,69175.81
1,,21100,16008,A.S.U.N Y A.S.U.E FUNCIONARIOS MONTEPIO,,,3000.0,3000.0,0.0,0.0,0.0,,0.0,3000.0
1,,21100,16205,SEGURO VIDA Y ACCIDENTES PERSONAL AYTO,,,20000.0,20000.0,12068.71,12068.71,12068.71,,12066.85,7931.29
1,,23110,12002,RETRIB.BASICAS PERSONAL SSB NIVEL B,,,160000.0,160000.0,133467.6,133467.6,133467.6,,133467.6,26532.4
1,,23110,12004,RETRIB.BASICAS PERSONAL SSB NIVEL D,,,40000.0,40000.0,43452.94,43452.94,43452.94,,43452.94,-3452.94
1,,23110,12006,ANTIGÜEDAD PERSONAL SSB,,,3800.0,3800.0,4080.22,4080.22,4080.22,,4080.22,-280.22
1,,23110,12007,RETRIBUCION GRADO PERSONAL SSB,,,10000.0,10000.0,7790.67,7790.67,7790.67,,7790.67,2209.33
1,,23110,12103,RETRIB. COMPLEMENTARIAS PERSONAL SSB,,,100000.0,100000.0,74812.49,74812.49,74812.49,,74812.49,25187.51
1,,23110,13000,RETRIB.BASICAS PERS SSB LABORAL FIJO,,,0.0,0.0,9567.22,9567.22,9567.22,,9567.22,-9567.22
1,,23110,13100,RETRIBUCIONES PERS. LABORAL S.S.B.,,,90000.0,90000.0,31636.96,31636.96,31636.96,,31636.96,58363.04
1,,23110,16000,SEGURIDAD SOCIAL PERSONAL S.S.B,,,110000.0,110000.0,110000.0,110000.0,76300.5,,76300.5,0.0
1,,23110,16200,FORMACION PERSONAL S.S.B,,,4000.0,4000.0,0.0,0.0,0.0,,0.0,4000.0
1,,23110,16400,AYUDA FAMILIAR PERSONAL SSB,,,8000.0,8000.0,5696.32,5696.32,5696.32,,5696.32,2303.68
1,,23180,12004,RETRIB. BASICAS PERSONAL PROGRAMA SAD,,,70000.0,70000.0,52252.94,52252.94,52252.94,,52252.94,17747.06
1,,23180,12006,ANTIGÜEDAD PERSONAL PROGRAMA SAD,,,1600.0,1600.0,1436.13,1436.13,1436.13,,1436.13,163.87
1,,23180,12103,RETRIB. COMPLEMENTARIAS PERSONAL PROGRAM,,,25000.0,25000.0,13991.12,13991.12,13991.12,,13991.12,11008.88
1,,23180,13100,RETRIBUCIONES PERSONAL SAD TEMPORAL,,,24000.0,24000.0,25219.31,25219.31,25219.31,,24973.65,-1219.31
1,,23180,16000,SEGURIDAD SOCIAL PERSONAL SAD,,,40000.0,40000.0,40000.0,40000.0,29512.28,,29512.28,0.0
1,,23180,16400,AYUDA FAMILIAR PERSONAL PROGRAMA SAD,,,2200.0,2200.0,1649.44,1649.44,1649.44,,1649.44,550.56
1,,23910,12002,RETRIBUCIONES BASICAS TECNICA IGUALDAD,,,22200.0,22200.0,16255.64,16255.64,16255.64,,16255.64,5944.36
1,,23910,12006,ANTIGUEDAD TECNICA IGUALDAD,,,500.0,500.0,177.71,177.71,177.71,,177.71,322.29
1,,23910,12103,RETRIB. COMPLEMENTARIAS IGUALDAD,,,3500.0,3500.0,2438.37,2438.37,2438.37,,2438.37,1061.63
1,,23910,16000,SEGURIDAD SOCIAL TECNICA IGUALDAD,,,8400.0,8400.0,8400.0,8400.0,5415.67,,5415.67,0.0
1,,23910,16400,AYUDA FAMILIAR TECNICA IGUALDAD,,,0.0,0.0,30.07,30.07,30.07,,30.07,-30.07
1,,24120,12003,RETRIB. BASICAS OFICIAL ESP,,,0.0,0.0,2005.69,2005.69,2005.69,,2005.69,-2005.69
1,,24120,12006,ANTIGUEDAD PERSONAL ESP,,,0.0,0.0,20.04,20.04,20.04,,20.04,-20.04
1,,24120,12103,RETRIB. COMPLEMENTARIAS PERSONAL ESP,,,0.0,0.0,421.2,421.2,421.2,,421.2,-421.2
1,,24120,13100,RETRIB. BASICAS PERSONAL PROGRAMA ESP,,,195000.0,195000.0,155257.58,155257.58,155257.58,,155257.58,39742.42
1,,24120,16000,SEGURIDAD SOCIAL EMPLEO SOCIAL PROTEGIDO,,,56000.0,56000.0,56000.0,56000.0,42059.58,,42059.58,0.0
1,,24120,16200,FORMACION PERSONAL EMPLEO SOCIAL PROTEGI,,,5000.0,5000.0,5036.84,5036.84,5036.84,,5036.84,-36.84
1,,24120,16400,AYUDA FAMILIAR PERSONAL ESP,,,0.0,0.0,76.15,76.15,76.15,,76.15,-76.15
1,,24190,12002,RETRIB. BASICAS  TECNICO DE EMPLEO,,,20500.0,20500.0,17278.84,17278.84,17278.84,,17278.84,3221.16
1,,24190,12103,RETRIB. COMPLEMENTARIAS TECNICA EMPLEO,,,4000.0,4000.0,2584.24,2584.24,2584.24,,2584.24,1415.76
1,,24190,16000,SEGURIDAD SOCIAL PERSONAL DESARROLLO Y E,,,9500.0,9500.0,9500.0,9500.0,6217.3,,6217.3,0.0
1,,24190,16400,AYUDA FAMILIAR PERSONAL TECNICA EMPLEO,,,800.0,800.0,659.24,659.24,659.24,,659.24,140.76
1,,24191,13100,RETRIB. BASICAS PERSONAL PROGRAMA SNE,,,81000.0,81000.0,76714.79,76714.79,76714.79,,71701.65,4285.21
1,,24191,16000,SEGURIDAD SOCIAL PERSONAL PROGRAMA SNE,,,28000.0,28000.0,28000.0,28000.0,21254.22,,21254.22,0.0
1,,32320,12004,RETRIB. BASICAS  PERSONAL C.P,,,48000.0,48000.0,50037.06,50037.06,50037.06,,50037.06,-2037.06
1,,32320,12006,ANTIGÜEDAD PERSONAL COLEGIO PUBLICO,,,800.0,800.0,832.45,832.45,832.45,,832.45,-32.45
1,,32320,12103,RETRIB. COMPLEMENTARIAS  PERSONAL C.P,,,19000.0,19000.0,19997.22,19997.22,19997.22,,19997.22,-997.22
1,,32320,13000,RETRIB. BASICAS LABORAL FIJO PERSONAL C.,,,25000.0,25000.0,18011.92,18011.92,18011.92,,18011.92,6988.08
1,,32320,13002,RETRIB. COMPLEMENT LABORAL FIJO PERSONAL,,,3500.0,3500.0,3391.18,3391.18,3391.18,,3391.18,108.82
1,,32320,13100,PERSONAL LABORAL TEMPORAL C.P.,,,49000.0,49000.0,23438.17,23438.17,23438.17,,23438.17,25561.83
1,,32320,16000,SEGURIDAD SOCIAL PERSONAL CP SARRIGUREN,,,46000.0,46000.0,46000.0,46000.0,33335.48,,33335.48,0.0
1,,32320,16400,AYUDA FAMILIAR PERSONAL C.P.,,,600.0,600.0,660.36,660.36,660.36,,660.36,-60.36
1,,32610,12000,RETRIB. BASICAS PERSONAL ESCUELA MUSICA,,,260000.0,260000.0,257670.96,257670.96,257670.96,,257670.96,2329.04
1,,32610,12004,RETRIB. BASICAS PERSONAL ADMITIVO ESCUEL,,,16000.0,16000.0,12507.25,12507.25,12507.25,,12507.25,3492.75
1,,32610,12006,ANTIGÜEDAD PERSONAL ESCUELA MUSICA,,,7500.0,7500.0,4967.42,4967.42,4967.42,,4967.42,2532.58
1,,32610,12007,RETRIBUCION GRADO PERSONAL ESC.MUS,,,13000.0,13000.0,12226.42,12226.42,12226.42,,12226.42,773.58
1,,32610,12103,RETRIB. COMPLEMENTARIAS PERSONAL ESC.MUS,,,22000.0,22000.0,19650.07,19650.07,19650.07,,19650.07,2349.93
1,,32610,13100,PERSONAL LABORAL ESCUELA MUSICA,,,105000.0,105000.0,24896.16,24896.16,24896.16,,24818.22,80103.84
1,,32610,16000,SEGURIDAD SOCIAL PERSONAL ESCUELA MUSICA,,,130000.0,130000.0,130000.0,130000.0,93561.13,,93561.13,0.0
1,,32610,16200,FORMACION PROFESORADO ESCUELA MUSICA,,,2000.0,2000.0,256.47,256.47,256.47,,256.47,1743.53
1,,32610,16400,AYUDA FAMILIAR PERSONAL ESC.MUSICA,,,5000.0,5000.0,5443.38,5443.38,5443.38,,5443.38,-443.38
1,,33210,12003,RETRIB. BASICAS PERSONAL LUDOTECA-BIBLIO,,,50000.0,50000.0,30434.38,30434.38,30434.38,,30434.38,19565.62
1,,33210,12006,ANTIGÜEDAD PERSONAL LUDOTECA- BIBLIOTECA,,,1000.0,1000.0,824.76,824.76,824.76,,824.76,175.24
1,,33210,12103,RETRIB. COMPLEMENTARIAS PERSONAL LUDOTEC,,,10300.0,10300.0,5620.11,5620.11,5620.11,,5620.11,4679.89
1,,33210,13100,PERSONAL AUXILIAR TEMPORAL LUDOTECA BIBL,,,25000.0,25000.0,23981.12,23981.12,23981.12,,23981.12,1018.88
1,,33210,16000,SEGURIDAD SOCIAL PERSONAL LUDOTECA-BIBLI,,,25000.0,25000.0,25000.0,25000.0,18250.33,,18250.33,0.0
1,,33210,16200,FORMACION PERSONAL LUDOTECA-BIBLIOTECA,,,1000.0,1000.0,0.0,0.0,0.0,,0.0,1000.0
1,,33400,12000,RETRIB. BASICAS TECNICA DE CULTURA,,,26300.0,26300.0,20551.65,20551.65,20551.65,,20551.65,5748.35
1,,33400,12006,ANTIGÜEDAD TECNICA DE CULTURA,,,600.0,600.0,439.46,439.46,439.46,,439.46,160.54
1,,33400,12103,RETRIB. COMPLEMENTARIAS TECNICA DE CULTU,,,3500.0,3500.0,2554.04,2554.04,2554.04,,2554.04,945.96
1,,33400,13100,RETRIB. CONSERJERIA AREA CULTURA,,,4000.0,4000.0,1921.0,1921.0,1921.0,,1921.0,2079.0
1,,33400,16000,SEGURIDAD SOCIAL TECNICA CULTURA,,,12000.0,12000.0,12000.0,12000.0,8623.62,,8623.62,0.0
1,,33400,16400,AYUDA FAMILIAR TECNICA DE CULTURA,,,450.0,450.0,329.64,329.64,329.64,,329.64,120.36
1,,33500,12002,RETRIB. BASICAS TECNICO EUSKERA,,,21700.0,21700.0,17318.23,17318.23,17318.23,,17318.23,4381.77
1,,33500,12006,ANTIGÜEDAD TECNICO EUSKERA,,,0.0,0.0,62.21,62.21,62.21,,62.21,-62.21
1,,33500,12103,RETRIB. COMPLEMENTARIAS TECNICO EUSKERA,,,3300.0,3300.0,2735.69,2735.69,2735.69,,2735.69,564.31
1,,33500,16000,SEGURIDAD SOCIAL PERSONAL EUSKERA,,,8000.0,8000.0,8000.0,8000.0,6119.52,,6119.52,0.0
1,,33700,12002,RETRIB.BASICAS TECNICO JUVENTUD,,,12800.0,12800.0,0.0,0.0,0.0,,0.0,12800.0
1,,33700,12103,RETRIB.COMPLEMENTARIAS TECNICO JUVENTUD,,,1600.0,1600.0,0.0,0.0,0.0,,0.0,1600.0
1,,33700,16000,SEGURIDAD SOCIAL TECNICO JUVENTUD,,,5000.0,5000.0,0.0,0.0,0.0,,0.0,5000.0
1,,34100,12000,RETRIB. BASICAS TECNICA DE DEPORTE,,,26000.0,26000.0,19801.8,19801.8,19801.8,,19801.8,6198.2
1,,34100,12006,ANTIGÜEDAD TECNICA DE DEPORTE,,,600.0,600.0,505.82,505.82,505.82,,505.82,94.18
1,,34100,12007,RETRIBUCION GRADO TECNICA DE DEPORTE,,,4800.0,4800.0,3564.34,3564.34,3564.34,,3564.34,1235.66
1,,34100,12103,RETRIB. COMPLEMENTARIAS TECNICA DE DEPOR,,,3300.0,3300.0,2475.24,2475.24,2475.24,,2475.24,824.76
1,,34100,16000,SEGURIDAD SOCIAL TECNICA DE DEPORTE,,,11500.0,11500.0,11500.0,11500.0,7873.42,,7873.42,0.0
1,,34100,16400,AYUDA FAMILIAR TECNICA DE DEPORTE,,,900.0,900.0,635.19,635.19,635.19,,635.19,264.81
1,,91200,10000,SUELDO ALCALDIA,,,41200.0,41200.0,32371.46,32371.46,32371.46,,32371.46,8828.54
1,,91200,16000,SEGURIDAD SOCIAL ALCALDIA,,,13700.0,13700.0,13700.0,13700.0,10094.49,,10094.49,0.0
1,,91201,10000,CONCEJALIAS DELEGADAS,,,86400.0,86400.0,65714.19,65714.19,65714.19,,65714.19,20685.81
1,,91201,16000,SEGURIDAD SOCIAL CONCEJALIAS,,,29000.0,29000.0,29000.0,29000.0,21134.98,,21134.98,0.0
1,,91201,16205,SEGURO ACCIDENTES CORPORATIVOS,,,2800.0,2800.0,0.0,0.0,0.0,,0.0,2800.0
1,,92000,12000,RETRIB. BASICAS PERSONAL ADMON GRAL,,,52600.0,52600.0,39922.23,39922.23,39922.23,,39922.23,12677.77
1,,92000,12003,RETRIB. BASICAS PERSONAL ADMON GRAL,,,55000.0,55000.0,43820.9,43820.9,43820.9,,43820.9,11179.1
1,,92000,12004,RETRIB. BASICAS PERSONAL ADMON GRAL,,,65000.0,65000.0,60677.89,60677.89,60677.89,,60677.89,4322.11
1,,92000,12006,ANTIGÜEDAD PERSONAL ADMON GRAL,,,6000.0,6000.0,4974.3,4974.3,4974.3,,4974.3,1025.7
1,,92000,12007,RETRIBUCION GRADO PERSONAL ADMON GRAL,,,21000.0,21000.0,16475.92,16475.92,16475.92,,16475.92,4524.08
1,,92000,12103,R ETRIB. COMPLEMENTARIAS PERSONAL ADMON,,,80000.0,80000.0,66914.52,66914.52,66914.52,,66914.52,13085.48
1,,92000,13100,PERSONAL TEMPORAL ADMINISTRACION,,,70000.0,70000.0,13786.15,13786.15,13786.15,,13786.15,56213.85
1,,92000,14300,RETRIBUCIONES PERSONAL BUZONEO,,,1000.0,1000.0,65.51,65.51,65.51,,65.51,934.49
1,,92000,16000,SEGURIDAD SOCIAL PERSONAL ADMINISTRACION,,,90000.0,90000.0,90000.0,90000.0,59970.96,,59970.96,0.0
1,,92000,16200,FORMACION PERSONAL ADMINISTRACION,,,2000.0,2000.0,1133.2,1133.2,1133.2,,1133.2,866.8
1,,92000,16204,AYUDAS AL ESTUDIO,,,12000.0,12000.0,0.0,0.0,0.0,,0.0,12000.0
1,,92000,16209,SERVICIO PREVENCION RIESGOS LABORALES,,,30000.0,30000.0,22191.4,22191.4,16710.6,,16710.6,7808.6
1,,92000,16400,AYUDA FAMILIAR PERSONAL ADMON GRAL,,,6000.0,6000.0,4529.23,4529.23,4529.23,,4529.23,1470.77
1,,92400,12002,RETRIB.BASICAS TECNICA PARTICIPACION,,,21700.0,21700.0,17289.35,17289.35,17289.35,,17289.35,4410.65
1,,92400,12103,RETRIB.COMPLEMENTARIAS TECNICA PARTICIPA,,,3300.0,3300.0,2587.98,2587.98,2587.98,,2587.98,712.02
1,,92400,16000,SEGURIDAD SOCIAL PERSONAL PARTICIPACION,,,8000.0,8000.0,8000.0,8000.0,5986.1,,5986.1,0.0
1,,93100,12000,RETRIB. BASICAS PERSONAL HACIENDA E INTE,,,26300.0,26300.0,20585.91,20585.91,20585.91,,20585.91,5714.09
1,,93100,12002,RETRIB BASICAS PERSONAL HACIENDA E INTER,,,22200.0,22200.0,17318.26,17318.26,17318.26,,17318.26,4881.74
1,,93100,12004,RETRIB BASICAS PERSONAL HACIENDA E INTER,,,16000.0,16000.0,12511.82,12511.82,12511.82,,12511.82,3488.18
1,,93100,12006,ANTIGÜEDAD PERSONAL HACIENDA E INTERVENC,,,2700.0,2700.0,2146.0,2146.0,2146.0,,2146.0,554.0
1,,93100,12007,RETRIBUCION GRADO HACIENDA E INTERVENCIO,,,13100.0,13100.0,10234.1,10234.1,10234.1,,10234.1,2865.9
1,,93100,12103,RETRIB. COMPLEMENTARIAS HACIENDA E INTER,,,32000.0,32000.0,25147.45,25147.45,25147.45,,25147.45,6852.55
1,,93100,16000,SEGURIDAD SOCIAL PERSONAL HACIENDA,,,29000.0,29000.0,29000.0,29000.0,21633.18,,21633.18,0.0
1,,93100,16400,AYUDA FAMILIAR HACIENDA E INTERVENCION,,,1700.0,1700.0,1320.68,1320.68,1320.68,,1320.68,379.32
,,,,,,,,,,,,,,
TOTAL ,,,,,,,,,,,,,,
Capítulo ,,1,GASTOS DE PERSONAL.,,,,5637150.0,5613150.0,4499857.97,4499857.97,4153769.75,,4146209.88,1113292.03
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
1,,13210,21300,CONSERVACION MAQUINARIA UTILLAJE POLICIA,,,500.0,500.0,583.8,583.8,583.8,,583.8,-83.8
1,,13210,21400,MANTENIMIENTO VEHICULOS POLICIA,,,8000.0,8000.0,3587.78,3587.78,3587.78,,3587.78,4412.22
1,,13210,22000,GASTOS OFICINA POLICIA,,,3500.0,3500.0,1530.67,1530.67,1530.67,,1530.67,1969.33
1,,13210,22103,COMBUSTIBLE VEHICULOS POLICIA,,,8500.0,8500.0,8831.65,8831.65,8831.65,,8534.34,-331.65
1,,13210,22104,VESTUARIO POLICIA LOCAL,,,20000.0,20000.0,17962.52,17962.52,16829.57,,16829.57,2037.48
1,,13210,22199,MATERIAL TECNICO ESPECIAL POLICIA,,,7000.0,7000.0,5455.57,5455.57,5455.57,,5455.57,1544.43
1,,13210,22200,TELEFONO FIJO Y MOVIL POLICIA,,,2500.0,2500.0,2082.15,2082.15,2082.15,,2082.15,417.85
1,,13210,22400,SEGURO VEHICULOS POLICIA,,,2200.0,2200.0,120.16,120.16,120.16,,120.16,2079.84
1,,13210,22601,ORGANIZACION DIA DE LAS POLICIAS,,,4000.0,4000.0,0.0,0.0,0.0,,0.0,4000.0
1,,13210,22606,EDUCACION VIAL,,,2000.0,2000.0,0.0,0.0,0.0,,0.0,2000.0
1,,13210,22701,MANTENIMIENTO SISTEMA VIDEOVIGILANCIA,,,3000.0,3000.0,328.35,328.35,328.35,,328.35,2671.65
1,,13210,22706,SEMANA MOVILIDAD,,,6000.0,6000.0,5603.64,5603.64,5603.64,,5603.64,396.36
1,,13210,22799,ASIST.TEC. MESA MOVILIDAD IMPLANT.BICICL,,,0.0,0.0,7139.0,7139.0,7139.0,,7139.0,-7139.0
1,,13210,23120,LOCOMOCION PERSONAL POLICIA,,,100.0,100.0,150.1,150.1,150.1,,150.1,-50.1
1,,13210,23300,OTRAS INDEMNIZACIONES POLICIA,,,500.0,500.0,649.06,649.06,649.06,,649.06,-149.06
1,,13210,23301,ASISTENCIA EVENTOS POLICIA OLIMPIADAS,,,3000.0,3000.0,1526.88,1526.88,1526.88,,1526.88,1473.12
1,,13300,22199,SEÑALIACION HORIZONTAL Y VERTICAL,,,73500.0,73500.0,1421.95,1421.95,1421.95,,1421.95,72078.05
1,,13300,22701,RECOGIDA DE  VEHICULOS CON GRUAS,,,3500.0,3500.0,2104.05,2104.05,2104.05,,2104.05,1395.95
1,,15100,22760,INFORMES URBANISTICOS,,,9000.0,9000.0,9407.75,9407.75,9407.75,,9407.75,-407.75
1,,15100,23120,LOCOMOCION PERSONAL URBANISMO,,,500.0,500.0,497.36,497.36,497.36,,497.36,2.64
1,,15100,23300,OTRAS INDEMNIZ. PERSONAL URBANISMO,,,300.0,300.0,230.0,230.0,230.0,,230.0,70.0
1,,15311,21000,REPARACIONES CAMINOS,,,4000.0,4000.0,17673.92,17673.92,17673.92,,17673.92,-13673.92
1,,15330,21000,REPARACIONES VARIAS CALLES Y ESPACIOS PU,,,16000.0,16000.0,4305.58,4305.58,3805.58,,3805.58,11694.42
1,,15331,21000,PLAN INVERNAL,,,9000.0,9000.0,5708.54,5708.54,5708.54,,5708.54,3291.46
1,,16300,21300,REPARACIONES VEHICULOS SERV.LIMPIEZA VIA,,,3000.0,8000.0,5370.28,5370.28,5370.28,,5370.28,2629.72
1,,16300,22199,COMPRAS VARIAS SERV.LIMPIEZA CALLES,,,3000.0,3000.0,631.4,631.4,631.4,,631.4,2368.6
